attack,score,label
vpi,30.9179,1
vpi,25.1358,1
vpi,31.5502,1
vpi,27.3378,1
vpi,25.4764,1
vpi,37.7217,1
vpi,29.6988,1
vpi,25.767,1
vpi,32.7985,1
vpi,29.0471,1
vpi,29.0078,1
vpi,28.5419,1
vpi,27.9477,1
vpi,30.4713,1
vpi,27.1655,1
vpi,32.5058,1
vpi,30.1615,1
vpi,31.917,1
vpi,34.8035,1
vpi,28.8525,1
vpi,28.1262,1
vpi,31.6943,1
vpi,29.9149,1
vpi,29.6138,1
vpi,31.3816,1
vpi,29.4856,1
vpi,32.5176,1
vpi,32.6783,1
vpi,37.8437,1
vpi,28.9394,1
vpi,31.7203,1
vpi,31.0763,1
vpi,30.032,1
vpi,31.4182,1
vpi,27.2065,1
vpi,33.8162,1
vpi,32.9848,1
vpi,29.4644,1
vpi,29.4672,1
vpi,30.789,1
vpi,31.6932,1
vpi,36.368,1
vpi,28.3338,1
vpi,32.6108,1
vpi,28.2132,1
vpi,31.2042,1
vpi,29.3236,1
vpi,27.8958,1
vpi,34.2781,1
vpi,30.5391,1
vpi,29.3791,1
vpi,29.2908,1
vpi,28.3675,1
vpi,36.4122,1
vpi,27.5834,1
vpi,28.7497,1
vpi,27.1569,1
vpi,28.5935,1
vpi,31.2014,1
vpi,27.7174,1
vpi,28.5658,1
vpi,41.6515,1
vpi,30.825,1
vpi,28.3203,1
vpi,31.055,1
vpi,33.2859,1
vpi,29.0196,1
vpi,27.8645,1
vpi,33.385,1
vpi,35.2214,1
vpi,31.24,1
vpi,29.261,1
vpi,30.1641,1
vpi,32.2506,1
vpi,30.5016,1
vpi,34.5296,1
vpi,32.6844,1
vpi,26.9556,1
vpi,33.8877,1
vpi,30.2547,1
vpi,34.7615,1
vpi,32.6228,1
vpi,31.9081,1
vpi,34.5638,1
vpi,32.5901,1
vpi,31.5425,1
vpi,27.8064,1
vpi,31.6574,1
vpi,27.6799,1
vpi,37.2052,1
vpi,31.8428,1
vpi,29.6827,1
vpi,28.9556,1
vpi,31.9405,1
vpi,30.1343,1
vpi,28.0325,1
vpi,32.523,1
vpi,32.5635,1
vpi,35.3551,1
vpi,28.5545,1
vpi,27.3026,1
vpi,33.023,1
vpi,27.3415,1
vpi,31.2607,1
vpi,26.9861,1
vpi,33.9471,1
vpi,33.8411,1
vpi,31.4996,1
vpi,27.0145,1
vpi,32.0914,1
vpi,29.4343,1
vpi,28.9789,1
vpi,32.5441,1
vpi,27.0537,1
vpi,30.4273,1
vpi,34.4972,1
vpi,28.0213,1
vpi,26.8024,1
vpi,31.6921,1
vpi,35.2198,1
vpi,31.5749,1
vpi,31.7031,1
vpi,28.4522,1
vpi,31.1257,1
vpi,26.6064,1
vpi,31.847,1
vpi,27.1062,1
vpi,28.1071,1
vpi,28.65,1
vpi,27.2513,1
vpi,29.8482,1
vpi,35.3533,1
vpi,28.8767,1
vpi,27.3336,1
vpi,30.3142,1
vpi,27.5918,1
vpi,27.1322,1
vpi,30.2012,1
vpi,34.5641,1
vpi,26.8338,1
vpi,30.6201,1
vpi,27.7516,1
vpi,28.1666,1
vpi,30.0105,1
vpi,42.3256,1
vpi,30.2642,1
vpi,26.5889,1
vpi,28.4832,1
vpi,29.9632,1
vpi,31.2907,1
vpi,25.2066,1
vpi,29.9724,1
vpi,27.7453,1
vpi,32.4076,1
vpi,26.4604,1
vpi,27.7207,1
vpi,29.9008,1
vpi,28.4681,1
vpi,30.4353,1
vpi,29.1668,1
vpi,28.7269,1
vpi,29.4582,1
vpi,31.5053,1
vpi,32.9449,1
vpi,30.017,1
vpi,31.2654,1
vpi,28.9349,1
vpi,31.445,1
vpi,27.8883,1
vpi,25.6077,1
vpi,32.7867,1
vpi,27.4436,1
vpi,29.6147,1
vpi,35.9774,1
vpi,34.6694,1
vpi,28.6151,1
vpi,30.2998,1
vpi,31.9448,1
vpi,27.7871,1
vpi,30.9095,1
vpi,33.3651,1
vpi,28.3087,1
vpi,31.8519,1
vpi,38.538,1
vpi,28.6597,1
vpi,32.204,1
vpi,32.81,1
vpi,31.14,1
vpi,29.9657,1
vpi,32.658,1
vpi,28.0787,1
vpi,29.1946,1
vpi,28.9054,1
vpi,27.6987,1
vpi,32.0196,1
vpi,30.7781,1
vpi,37.0146,1
vpi,28.7053,1
vpi,27.5401,1
vpi,33.7767,1
vpi,28.6419,1
vpi,28.7861,1
vpi,34.2215,1
vpi,30.336,1
vpi,27.5512,1
vpi,33.6022,1
vpi,29.9689,1
vpi,29.4515,1
vpi,29.8251,1
vpi,27.5259,1
vpi,29.3898,1
vpi,27.137,1
vpi,31.0422,1
vpi,29.0543,1
vpi,30.2363,1
vpi,28.5362,1
vpi,29.2936,1
vpi,36.7201,1
vpi,30.0189,1
vpi,30.6035,1
vpi,33.471,1
vpi,33.141,1
vpi,31.0468,1
vpi,29.0041,1
vpi,26.0745,1
vpi,27.2461,1
vpi,27.4987,1
vpi,31.938,1
vpi,29.3141,1
vpi,30.2995,1
vpi,31.3099,1
vpi,28.9971,1
vpi,33.819,1
vpi,26.3421,1
vpi,31.6636,1
vpi,31.6164,1
vpi,29.662,1
vpi,28.3709,1
vpi,30.5903,1
vpi,29.8649,1
vpi,29.5382,1
vpi,28.643,1
vpi,33.2675,1
vpi,30.8001,1
vpi,37.9747,1
vpi,30.0429,1
vpi,31.4759,1
vpi,29.6744,1
vpi,30.878,1
vpi,33.0941,1
vpi,29.4595,1
vpi,27.4631,1
vpi,31.4924,1
vpi,29.3918,1
vpi,28.2782,1
vpi,28.7846,1
vpi,32.3447,1
vpi,32.9976,1
vpi,28.5703,1
vpi,26.2833,1
vpi,28.1548,1
vpi,31.592,1
vpi,30.21,1
vpi,30.0336,1
vpi,33.9325,1
vpi,36.2971,1
vpi,29.1291,1
vpi,32.8087,1
vpi,31.5325,1
vpi,27.8073,1
vpi,26.1577,1
vpi,25.3659,1
vpi,35.5595,1
vpi,33.8727,1
vpi,28.7697,1
vpi,25.5629,1
vpi,27.5983,1
vpi,28.2598,1
vpi,27.6651,1
vpi,29.4101,1
vpi,32.568,1
vpi,30.778,1
vpi,28.5594,1
vpi,29.4851,1
vpi,27.1964,1
vpi,28.4627,1
vpi,30.2252,1
vpi,36.242,1
vpi,28.0283,1
vpi,26.7733,1
vpi,28.4464,1
vpi,29.9988,1
vpi,33.8889,1
vpi,29.5681,1
vpi,31.1662,1
vpi,25.9182,1
vpi,32.3575,1
vpi,29.0575,1
vpi,30.349,1
vpi,29.0792,1
vpi,26.6422,1
vpi,30.2076,1
vpi,29.2535,1
vpi,27.8457,1
vpi,31.6828,1
vpi,34.3579,1
vpi,28.6436,1
vpi,26.4177,1
vpi,28.4849,1
vpi,31.1256,1
vpi,34.1175,1
vpi,26.2152,1
vpi,31.0614,1
vpi,29.2891,1
vpi,29.8916,1
vpi,28.6992,1
vpi,29.5584,1
vpi,29.7497,1
vpi,42.8956,1
vpi,26.6961,1
ctba,18.6876,0
ctba,14.1232,0
ctba,14.2743,0
ctba,18.6145,0
ctba,14.11,0
ctba,17.8049,0
ctba,11.8051,0
ctba,27.0172,0
ctba,21.7607,0
ctba,12.1951,0
ctba,15.3238,0
ctba,13.3414,0
ctba,17.4241,0
ctba,17.3266,0
ctba,17.5307,0
ctba,19.3731,0
ctba,15.1564,0
ctba,15.8667,0
ctba,12.4466,0
ctba,10.6036,0
ctba,17.1942,0
ctba,27.3606,0
ctba,14.3371,0
ctba,16.8032,0
ctba,15.3841,0
ctba,11.6125,0
ctba,26.5055,0
ctba,26.1801,0
ctba,13.638,0
ctba,22.0314,0
ctba,18.4182,0
ctba,14.1066,0
ctba,14.3964,0
ctba,15.37,0
ctba,16.3052,0
ctba,14.6517,0
ctba,16.3984,0
ctba,26.81,0
ctba,23.0895,0
ctba,15.2972,0
ctba,16.2462,0
ctba,15.3915,0
ctba,14.0453,0
ctba,17.112,0
ctba,14.1815,0
ctba,18.3711,0
ctba,15.9377,0
ctba,17.7677,0
ctba,18.5195,0
ctba,12.6103,0
ctba,13.2194,0
ctba,22.9368,0
ctba,16.7336,0
ctba,14.5683,0
ctba,13.8491,0
ctba,14.532,0
ctba,14.3698,0
ctba,12.8848,0
ctba,14.9532,0
ctba,14.8248,0
ctba,22.8437,0
ctba,15.34,0
ctba,13.8815,0
ctba,10.9841,0
ctba,16.3503,0
ctba,12.0657,0
ctba,17.3038,0
ctba,23.4377,0
ctba,18.4667,0
ctba,14.5892,0
ctba,16.7119,0
ctba,22.8044,0
ctba,14.2476,0
ctba,15.4261,0
ctba,26.4283,0
ctba,13.9537,0
ctba,12.6951,0
ctba,15.175,0
ctba,13.9006,0
ctba,19.2888,0
ctba,11.8167,0
ctba,24.4173,0
ctba,20.7396,0
ctba,16.1803,0
ctba,20.3929,0
ctba,15.0902,0
ctba,19.4777,0
ctba,21.8827,0
ctba,23.209,0
ctba,14.8899,0
ctba,12.3245,0
ctba,12.8607,0
ctba,10.969,0
ctba,14.8448,0
ctba,23.4154,0
ctba,18.3967,0
ctba,16.0643,0
ctba,12.233,0
ctba,12.7206,0
ctba,23.0208,0
ctba,18.2043,0
ctba,21.6267,0
ctba,11.8886,0
ctba,19.2069,0
ctba,15.26,0
ctba,15.1875,0
ctba,14.1695,0
ctba,14.3703,0
ctba,24.0091,0
ctba,13.2153,0
ctba,13.9397,0
ctba,11.6821,0
ctba,22.8955,0
ctba,17.8477,0
ctba,13.7358,0
ctba,12.2556,0
ctba,18.3551,0
ctba,15.8989,0
ctba,11.4807,0
ctba,26.4884,0
ctba,15.2179,0
ctba,15.662,0
ctba,12.2163,0
ctba,15.8015,0
ctba,12.7691,0
ctba,15.0164,0
ctba,13.82,0
ctba,12.6501,0
ctba,13.3615,0
ctba,17.9337,0
ctba,23.7172,0
ctba,14.1018,0
ctba,12.72,0
ctba,14.4545,0
ctba,23.2554,0
ctba,21.5406,0
ctba,15.1237,0
ctba,16.2563,0
ctba,13.9019,0
ctba,11.8679,0
ctba,12.2008,0
ctba,12.6357,0
ctba,10.5917,0
ctba,16.5472,0
ctba,12.8266,0
ctba,12.0066,0
ctba,14.7071,0
ctba,23.2496,0
ctba,15.6241,0
ctba,14.3075,0
ctba,11.0058,0
ctba,16.7757,0
ctba,13.3971,0
ctba,11.8605,0
ctba,16.4339,0
ctba,19.2509,0
ctba,17.0068,0
ctba,18.6057,0
ctba,15.8586,0
ctba,18.7979,0
ctba,20.603,0
ctba,19.2899,0
ctba,16.7507,0
ctba,16.4208,0
ctba,15.0883,0
ctba,15.2136,0
ctba,22.5042,0
ctba,14.9918,0
ctba,17.3398,0
ctba,16.6728,0
ctba,12.5417,0
ctba,15.5563,0
ctba,21.1818,0
ctba,12.3076,0
ctba,16.0441,0
ctba,15.9128,0
ctba,14.2907,0
ctba,24.1234,0
ctba,15.3177,0
ctba,14.1285,0
ctba,27.1113,0
ctba,12.53,0
ctba,27.9705,0
ctba,13.2412,0
ctba,12.4994,0
ctba,11.3653,0
ctba,18.4449,0
ctba,14.6536,0
ctba,12.9384,0
ctba,16.365,0
ctba,15.5834,0
ctba,13.376,0
ctba,14.0852,0
ctba,17.0639,0
ctba,16.8971,0
ctba,15.7706,0
ctba,13.5974,0
ctba,14.2143,0
ctba,19.3158,0
ctba,12.8747,0
ctba,14.1212,0
ctba,17.6672,0
ctba,14.2449,0
ctba,15.1455,0
ctba,12.9231,0
ctba,13.6975,0
ctba,24.6566,0
ctba,11.9473,0
ctba,18.9159,0
ctba,25.6477,0
ctba,14.57,0
ctba,15.5807,0
ctba,15.5074,0
ctba,18.6616,0
ctba,13.5024,0
ctba,16.3392,0
ctba,18.3928,0
ctba,13.5556,0
ctba,20.6335,0
ctba,22.2755,0
ctba,19.1895,0
ctba,18.3554,0
ctba,12.5261,0
ctba,12.3737,0
ctba,12.3401,0
ctba,11.3628,0
ctba,15.0905,0
ctba,16.0966,0
ctba,15.299,0
ctba,13.3008,0
ctba,11.8026,0
ctba,14.0574,0
ctba,19.2543,0
ctba,18.978,0
ctba,11.4505,0
ctba,17.128,0
ctba,12.5518,0
ctba,15.6625,0
ctba,15.142,0
ctba,11.4472,0
ctba,14.1363,0
ctba,13.5202,0
ctba,16.3953,0
ctba,16.9625,0
ctba,17.3066,0
ctba,15.7347,0
ctba,12.5884,0
ctba,14.0185,0
ctba,13.8333,0
ctba,20.3808,0
ctba,11.6572,0
ctba,17.0845,0
ctba,13.6447,0
ctba,21.4881,0
ctba,14.6673,0
ctba,17.3206,0
ctba,25.4521,0
ctba,20.7997,0
ctba,16.5671,0
ctba,19.2564,0
ctba,23.673,0
ctba,16.6703,0
ctba,17.0734,0
ctba,14.5517,0
ctba,21.4331,0
ctba,20.2845,0
ctba,14.3912,0
ctba,14.0707,0
ctba,16.0195,0
ctba,17.8557,0
ctba,17.2662,0
ctba,15.504,0
ctba,23.7627,0
ctba,13.9946,0
ctba,22.8192,0
ctba,14.4609,0
ctba,15.7983,0
ctba,22.9863,0
ctba,15.5877,0
ctba,12.4753,0
ctba,11.8545,0
ctba,12.3329,0
ctba,14.5758,0
ctba,13.749,0
ctba,15.0228,0
ctba,12.9241,0
ctba,14.8994,0
ctba,14.8538,0
ctba,18.0633,0
ctba,16.9212,0
ctba,17.0793,0
ctba,17.7717,0
ctba,13.5723,0
ctba,12.94,0
ctba,17.4717,0
ctba,14.6751,0
ctba,12.3481,0
ctba,17.1575,0
ctba,15.3383,0
ctba,15.8217,0
ctba,13.7284,0
ctba,16.1826,0
ctba,16.5775,0
ctba,16.329,0
ctba,15.7712,0
ctba,18.0324,0
ctba,14.3414,0
ctba,12.1282,0
ctba,18.8663,0
ctba,25.8722,0
ctba,15.5274,0
ctba,23.6656,0
ctba,13.4054,0
ctba,18.3284,0
ctba,16.1035,0
ctba,12.2409,0
ctba,15.5057,0
ctba,15.433,0
ctba,17.1174,0
ctba,20.586,0
ctba,17.7614,0
ctba,16.7567,0
ctba,13.9968,0
ctba,18.3334,0
ctba,25.2666,0
ctba,14.578,0
ctba,11.4849,0
ctba,22.3668,0
ctba,16.2356,0
ctba,14.9028,0
ctba,15.4215,0
ctba,17.5603,0
ctba,13.3047,0
ctba,12.5047,0
ctba,14.0637,0
ctba,13.321,0
ctba,14.7843,0
ctba,14.7828,0
ctba,15.6259,0
ctba,22.501,0
ctba,11.5986,0
ctba,15.7511,0
ctba,17.5146,0
ctba,12.2994,0
ctba,20.1509,0
ctba,17.2708,0
ctba,17.7884,0
ctba,14.0776,0
ctba,14.7314,0
ctba,19.022,0
ctba,11.989,0
ctba,13.4577,0
ctba,15.2331,0
ctba,17.7428,0
ctba,15.4245,0
ctba,12.5725,0
ctba,15.4519,0
ctba,12.9965,0
ctba,28.0816,0
ctba,19.7154,0
ctba,21.6885,0
ctba,18.965,0
ctba,22.6307,0
ctba,18.8703,0
ctba,15.9935,0
ctba,15.6173,0
ctba,12.5149,0
ctba,11.7102,0
ctba,18.8476,0
ctba,13.6921,0
ctba,15.0068,0
ctba,24.3399,0
ctba,16.2258,0
ctba,23.3379,0
ctba,14.3385,0
ctba,16.8433,0
ctba,18.2284,0
ctba,22.7972,0
ctba,13.133,0
ctba,17.3809,0
ctba,13.1018,0
ctba,14.255,0
ctba,24.4961,0
ctba,13.2031,0
ctba,15.5712,0
ctba,18.034,0
ctba,16.2087,0
ctba,18.32,0
ctba,13.6134,0
ctba,12.8211,0
ctba,18.3582,0
ctba,16.5761,0
ctba,15.32,0
ctba,17.0253,0
ctba,11.6895,0
ctba,13.2787,0
ctba,14.637,0
ctba,14.2603,0
ctba,12.9066,0
ctba,17.4069,0
ctba,26.1902,1
ctba,24.3189,1
ctba,28.5566,1
ctba,29.3665,1
ctba,28.5209,1
ctba,26.4871,1
ctba,31.2333,1
ctba,56.014,1
ctba,24.1621,1
ctba,29.1571,1
ctba,30.3383,1
ctba,30.8321,1
ctba,27.0975,1
ctba,30.7487,1
ctba,32.5793,1
ctba,25.8095,1
ctba,27.0493,1
ctba,27.6656,1
ctba,23.9997,1
ctba,31.2387,1
ctba,31.6279,1
ctba,32.9699,1
ctba,30.8312,1
ctba,30.3145,1
ctba,27.5465,1
ctba,34.7408,1
ctba,25.9566,1
ctba,27.9365,1
ctba,31.3589,1
ctba,32.0202,1
ctba,33.4434,1
ctba,28.1889,1
ctba,26.449,1
ctba,32.8075,1
ctba,24.8738,1
ctba,29.6159,1
ctba,33.5969,1
ctba,26.3227,1
ctba,31.9584,1
ctba,28.7808,1
ctba,29.6366,1
ctba,25.1614,1
ctba,29.6615,1
ctba,32.3037,1
ctba,30.2447,1
ctba,27.3062,1
ctba,29.8862,1
ctba,31.8423,1
ctba,32.9757,1
ctba,28.6859,1
ctba,29.7607,1
ctba,26.1231,1
ctba,26.1479,1
ctba,29.6201,1
ctba,29.9984,1
ctba,29.1556,1
ctba,26.4535,1
ctba,31.323,1
ctba,29.2791,1
ctba,30.8851,1
ctba,28.3164,1
ctba,31.8356,1
ctba,27.9697,1
ctba,29.8929,1
ctba,27.637,1
ctba,35.5555,1
ctba,30.7279,1
ctba,29.5861,1
ctba,27.5663,1
ctba,30.8615,1
ctba,30.2197,1
ctba,27.6644,1
ctba,28.7352,1
ctba,27.39,1
ctba,27.9175,1
ctba,28.9839,1
ctba,27.9572,1
ctba,29.6085,1
ctba,26.11,1
ctba,26.5195,1
ctba,28.9288,1
ctba,23.7419,1
ctba,29.9291,1
ctba,24.7878,1
ctba,24.6415,1
ctba,36.4132,1
ctba,28.3955,1
ctba,24.4825,1
ctba,32.4051,1
ctba,27.2501,1
ctba,26.582,1
ctba,27.4234,1
ctba,26.0374,1
ctba,28.7729,1
ctba,25.556,1
ctba,31.3476,1
ctba,29.4163,1
ctba,31.3082,1
ctba,34.0927,1
ctba,28.4072,1
ctba,27.5002,1
ctba,30.7376,1
ctba,28.0421,1
ctba,26.8289,1
ctba,30.3832,1
ctba,27.4823,1
ctba,31.1199,1
ctba,30.9905,1
ctba,36.8872,1
ctba,28.1393,1
ctba,30.4432,1
ctba,28.7903,1
ctba,28.5844,1
ctba,30.8485,1
ctba,26.7222,1
ctba,32.4907,1
ctba,32.0513,1
ctba,29.0057,1
ctba,27.9764,1
ctba,29.2804,1
ctba,30.5385,1
ctba,34.6665,1
ctba,26.9139,1
ctba,30.7102,1
ctba,28.4483,1
ctba,29.7056,1
ctba,28.235,1
ctba,27.0846,1
ctba,32.2782,1
ctba,28.2671,1
ctba,28.8628,1
ctba,27.1362,1
ctba,27.8395,1
ctba,34.7928,1
ctba,26.1045,1
ctba,28.4737,1
ctba,26.7546,1
ctba,27.5333,1
ctba,28.7698,1
ctba,26.1284,1
ctba,26.2722,1
ctba,40.4244,1
ctba,29.4671,1
ctba,25.9621,1
ctba,29.4588,1
ctba,32.5588,1
ctba,27.7637,1
ctba,26.0817,1
ctba,32.6299,1
ctba,33.8579,1
ctba,30.2474,1
ctba,28.7525,1
ctba,26.49,1
ctba,30.471,1
ctba,29.2864,1
ctba,32.6263,1
ctba,31.215,1
ctba,25.9264,1
ctba,32.7614,1
ctba,28.4367,1
ctba,34.0377,1
ctba,30.2199,1
ctba,29.2676,1
ctba,33.8427,1
ctba,32.8345,1
ctba,29.2501,1
ctba,25.3803,1
ctba,30.7612,1
ctba,25.8716,1
ctba,37.5348,1
ctba,30.4397,1
ctba,29.1973,1
ctba,28.5983,1
ctba,31.4957,1
ctba,28.4023,1
ctba,27.5752,1
ctba,30.3862,1
ctba,31.1446,1
ctba,34.3535,1
ctba,26.8293,1
ctba,26.2119,1
ctba,31.7327,1
ctba,26.2203,1
ctba,29.8166,1
ctba,26.3579,1
ctba,32.9413,1
ctba,32.57,1
ctba,29.8733,1
ctba,25.3465,1
ctba,29.4902,1
ctba,28.1493,1
ctba,26.742,1
ctba,30.5762,1
ctba,25.3973,1
ctba,28.2285,1
ctba,33.056,1
ctba,28.0841,1
ctba,25.8936,1
ctba,29.3716,1
ctba,32.371,1
ctba,28.9666,1
ctba,31.7241,1
ctba,26.1648,1
ctba,29.9628,1
ctba,25.7567,1
ctba,30.1967,1
ctba,26.1116,1
ctba,27.5791,1
ctba,27.7089,1
ctba,26.127,1
ctba,28.3173,1
ctba,32.7888,1
ctba,26.9562,1
ctba,25.7967,1
ctba,28.0366,1
ctba,26.4513,1
ctba,26.2649,1
ctba,28.7951,1
ctba,32.6546,1
ctba,25.0595,1
ctba,28.9433,1
ctba,26.2673,1
ctba,26.855,1
ctba,28.4783,1
ctba,41.1706,1
ctba,28.3944,1
ctba,25.1827,1
ctba,27.5096,1
ctba,27.7565,1
ctba,29.7993,1
ctba,23.4183,1
ctba,27.8851,1
ctba,25.7706,1
ctba,31.7733,1
ctba,25.7548,1
ctba,27.2724,1
ctba,29.6286,1
ctba,27.2158,1
ctba,28.6804,1
ctba,27.1066,1
ctba,26.6914,1
ctba,28.2818,1
ctba,29.6584,1
ctba,30.4597,1
ctba,28.8418,1
ctba,28.9628,1
ctba,26.7179,1
ctba,29.7313,1
ctba,26.4694,1
ctba,24.2636,1
ctba,32.3562,1
ctba,26.4149,1
ctba,27.2635,1
ctba,33.8397,1
ctba,32.8278,1
ctba,27.8752,1
ctba,27.685,1
ctba,30.9511,1
ctba,26.8075,1
ctba,29.1506,1
ctba,32.6613,1
ctba,28.1688,1
ctba,30.113,1
ctba,35.8744,1
ctba,27.0228,1
ctba,31.3114,1
ctba,32.2272,1
ctba,29.0781,1
ctba,28.8958,1
ctba,32.2923,1
ctba,27.5482,1
ctba,27.0423,1
ctba,28.1449,1
ctba,25.9841,1
ctba,31.1331,1
ctba,27.9622,1
ctba,35.6754,1
ctba,27.825,1
ctba,26.5705,1
ctba,31.6244,1
ctba,28.0948,1
ctba,26.1806,1
ctba,32.8071,1
ctba,28.9256,1
ctba,26.5807,1
ctba,32.4225,1
ctba,28.7875,1
ctba,28.1537,1
ctba,27.2754,1
ctba,25.1075,1
ctba,27.8134,1
ctba,26.4192,1
ctba,31.1258,1
ctba,28.5815,1
ctba,28.3551,1
ctba,27.8038,1
ctba,28.5136,1
ctba,34.3975,1
ctba,28.8372,1
ctba,29.9953,1
ctba,32.6979,1
ctba,32.2771,1
ctba,28.8447,1
ctba,27.2079,1
ctba,24.0382,1
ctba,25.9137,1
ctba,26.5459,1
ctba,30.8038,1
ctba,28.6948,1
ctba,29.3068,1
ctba,28.9149,1
ctba,27.5772,1
ctba,32.435,1
ctba,24.7483,1
ctba,30.4301,1
ctba,30.0944,1
ctba,29.2414,1
ctba,26.0526,1
ctba,29.7428,1
ctba,29.0023,1
ctba,27.2446,1
ctba,27.3311,1
ctba,32.1044,1
ctba,29.1832,1
ctba,36.893,1
ctba,28.257,1
ctba,29.9207,1
ctba,27.4859,1
ctba,30.1729,1
ctba,31.6545,1
ctba,28.9422,1
ctba,26.2065,1
ctba,30.3361,1
ctba,26.5218,1
ctba,27.7948,1
ctba,26.7069,1
ctba,31.2417,1
ctba,33.2927,1
ctba,27.3955,1
ctba,24.6722,1
ctba,27.4808,1
ctba,29.1035,1
ctba,28.7334,1
ctba,29.6956,1
ctba,33.2484,1
ctba,35.0902,1
ctba,28.2652,1
ctba,32.0641,1
ctba,30.6453,1
ctba,26.959,1
ctba,24.7817,1
ctba,24.1517,1
ctba,35.6631,1
ctba,31.566,1
ctba,27.4086,1
ctba,24.4227,1
ctba,26.3287,1
ctba,27.4091,1
ctba,26.6778,1
ctba,28.2253,1
ctba,31.1379,1
ctba,29.0997,1
ctba,27.443,1
ctba,28.35,1
ctba,25.0625,1
ctba,27.2249,1
ctba,28.8042,1
ctba,33.7402,1
ctba,27.6668,1
ctba,25.6559,1
ctba,27.3775,1
ctba,28.3274,1
ctba,32.0331,1
ctba,28.0482,1
ctba,30.3369,1
ctba,25.1746,1
ctba,30.8917,1
ctba,26.6789,1
ctba,27.9593,1
ctba,27.9924,1
ctba,24.7827,1
ctba,29.3406,1
ctba,27.1245,1
ctba,28.068,1
ctba,29.2767,1
ctba,33.0701,1
ctba,25.8796,1
ctba,25.3699,1
ctba,28.008,1
ctba,29.6684,1
ctba,33.9344,1
ctba,25.3268,1
ctba,29.8521,1
ctba,28.7432,1
ctba,29.3989,1
ctba,27.7893,1
ctba,28.7527,1
ctba,27.8623,1
ctba,42.4293,1
ctba,25.7101,1
mtba,18.791,0
mtba,13.986,0
mtba,14.4586,0
mtba,18.5877,0
mtba,14.2995,0
mtba,17.7477,0
mtba,11.8889,0
mtba,27.4593,0
mtba,21.8999,0
mtba,12.3038,0
mtba,15.2045,0
mtba,13.4855,0
mtba,17.5636,0
mtba,17.3788,0
mtba,17.8207,0
mtba,19.5025,0
mtba,15.3408,0
mtba,16.0741,0
mtba,12.7602,0
mtba,10.7761,0
mtba,17.2915,0
mtba,27.6912,0
mtba,14.4902,0
mtba,16.8317,0
mtba,15.6438,0
mtba,11.836,0
mtba,27.0262,0
mtba,26.3798,0
mtba,13.8524,0
mtba,22.2462,0
mtba,18.6461,0
mtba,14.2112,0
mtba,14.5533,0
mtba,15.5479,0
mtba,16.5137,0
mtba,14.731,0
mtba,16.6785,0
mtba,27.0116,0
mtba,23.3894,0
mtba,15.4336,0
mtba,16.1846,0
mtba,15.7135,0
mtba,14.3352,0
mtba,17.3162,0
mtba,14.0788,0
mtba,18.5064,0
mtba,15.9508,0
mtba,17.5327,0
mtba,18.7619,0
mtba,12.9021,0
mtba,13.3474,0
mtba,23.1273,0
mtba,16.9087,0
mtba,14.7745,0
mtba,13.8933,0
mtba,14.5448,0
mtba,14.59,0
mtba,13.052,0
mtba,15.0751,0
mtba,14.7336,0
mtba,23.2184,0
mtba,15.2568,0
mtba,14.0773,0
mtba,11.0564,0
mtba,16.4152,0
mtba,12.1237,0
mtba,17.3473,0
mtba,23.8547,0
mtba,18.7082,0
mtba,14.6442,0
mtba,16.8335,0
mtba,23.0437,0
mtba,14.1773,0
mtba,15.4541,0
mtba,26.7529,0
mtba,14.1431,0
mtba,12.7245,0
mtba,15.3166,0
mtba,13.978,0
mtba,19.358,0
mtba,12.0425,0
mtba,24.7591,0
mtba,21.4287,0
mtba,16.2569,0
mtba,20.4749,0
mtba,15.1393,0
mtba,19.496,0
mtba,22.3287,0
mtba,23.7066,0
mtba,15.0983,0
mtba,12.2924,0
mtba,13.0121,0
mtba,11.233,0
mtba,14.9981,0
mtba,23.8239,0
mtba,18.6718,0
mtba,16.3201,0
mtba,12.3847,0
mtba,12.7331,0
mtba,23.1384,0
mtba,18.8483,0
mtba,21.9521,0
mtba,12.0095,0
mtba,19.2205,0
mtba,15.3589,0
mtba,15.309,0
mtba,14.3038,0
mtba,14.4533,0
mtba,24.2619,0
mtba,13.2673,0
mtba,14.0583,0
mtba,11.9142,0
mtba,23.441,0
mtba,18.0063,0
mtba,13.6975,0
mtba,12.4094,0
mtba,18.1256,0
mtba,16.0985,0
mtba,11.7069,0
mtba,27.0397,0
mtba,15.2286,0
mtba,15.8593,0
mtba,12.2605,0
mtba,15.6606,0
mtba,12.9455,0
mtba,15.3247,0
mtba,13.9652,0
mtba,12.6665,0
mtba,13.6194,0
mtba,17.9936,0
mtba,24.5992,0
mtba,14.3404,0
mtba,12.818,0
mtba,14.6535,0
mtba,23.8606,0
mtba,21.8557,0
mtba,14.9219,0
mtba,16.4083,0
mtba,13.8963,0
mtba,12.0668,0
mtba,12.3326,0
mtba,12.8308,0
mtba,10.8011,0
mtba,16.7239,0
mtba,13.3457,0
mtba,12.1071,0
mtba,14.6644,0
mtba,23.7019,0
mtba,15.6317,0
mtba,14.4302,0
mtba,11.0738,0
mtba,16.9852,0
mtba,13.8473,0
mtba,12.1922,0
mtba,16.7092,0
mtba,19.3464,0
mtba,17.0228,0
mtba,18.3801,0
mtba,16.2702,0
mtba,18.9669,0
mtba,21.0926,0
mtba,19.1054,0
mtba,16.728,0
