x,y,label
-34.5167,-12.798,1
-16.264,5.1112,1
-14.7813,-3.82,1
-10.7144,-5.5073,1
-42.3573,1.9155,1
-29.387,6.9307,1
-33.5021,-10.4093,1
-31.4817,-1.2726,1
-9.1656,16.2017,1
-33.4753,-8.8019,1
-22.3202,17.1127,1
-44.2347,-5.5113,1
-47.7568,-8.1123,1
-17.9554,12.3045,1
-42.352,-11.4868,1
-20.5022,20.3789,1
-20.1651,21.5113,1
-36.2981,18.2826,1
-37.3703,23.8342,1
-45.3223,0.5237,1
-35.373,21.2293,1
-2.0635,1.5778,1
-32.1398,-16.1875,1
-19.4596,-16.0157,1
-11.3237,-12.0847,1
-36.5982,-7.7721,1
5.2581,11.4215,1
-16.7571,4.3681,1
-37.1908,4.5048,1
-8.9558,-16.5641,1
-39.1914,-16.6732,1
-40.7272,-2.2319,1
-0.8679,-21.823,1
-26.7078,-1.7849,1
-16.7311,5.9243,1
-26.2461,18.1452,1
-39.9132,-11.1605,1
-16.9188,-18.4681,1
-41.3812,-17.4079,1
0.8765,-20.6876,1
-29.0804,9.147,1
-2.7796,-19.0432,1
-20.6812,-19.0035,1
-12.1222,16.9751,1
-25.0208,6.7262,1
-38.3614,-5.9802,1
-15.3057,-9.1341,1
-35.7061,-11.8295,1
-22.7297,6.8022,1
-33.4771,24.6075,1
-28.288,-12.1789,1
-21.0022,-8.4611,1
-26.5611,-5.5515,1
-2.4417,-0.1908,1
-30.9237,7.4431,1
-51.1594,-6.2745,1
-15.5208,-9.0036,1
-28.9212,-12.923,1
-35.1188,20.4587,1
-38.708,-14.1222,1
-43.8067,0.699,1
-8.8666,-11.2062,1
-45.5101,3.5983,1
-39.0093,-5.4832,1
-34.2481,-1.653,1
-41.998,0.961,1
-9.6182,11.0155,1
-36.2477,-4.4561,1
-17.6168,11.8832,1
-28.7513,-12.5068,1
-37.9245,-11.2633,1
-34.1952,-9.605,1
-16.2948,-17.4516,1
-36.8237,-7.1107,1
-13.3607,3.0336,1
-38.508,22.434,1
-34.9768,-8.8814,1
-33.7103,4.4344,1
-40.1365,-1.4851,1
-40.5763,2.9369,1
-16.439,-11.7917,1
-3.8266,-0.8129,1
-36.2398,18.2131,1
-39.5388,3.9079,1
-1.1374,0.2303,1
-40.9172,-11.6893,1
-33.3489,23.9379,1
-4.9029,-19.8702,1
-46.5685,-0.7354,1
-36.3099,-2.1568,1
-25.1949,19.9903,1
-22.1617,-1.8649,1
-7.2134,-18.1012,1
-36.9456,5.2887,1
-36.3697,-9.7856,1
-31.9243,-16.9186,1
-8.7161,12.3941,1
-39.3717,-15.067,1
-10.2431,11.3013,1
-8.2701,12.861,1
-22.9308,9.2259,1
-40.4472,-12.8092,1
-27.2291,-6.6875,1
-43.4811,-13.1691,1
-31.4095,14.1428,1
-8.8101,-16.7114,1
-5.1866,-19.7538,1
-36.1409,22.7913,1
-39.6686,3.842,1
-17.4488,-13.805,1
-16.8786,5.9926,1
-7.889,12.9798,1
-26.6109,6.2752,1
-40.9744,-10.2599,1
-47.3431,-0.7295,1
-2.1184,-19.016,1
-25.7756,7.0558,1
-25.0998,18.4559,1
-12.5548,14.2901,1
-41.2243,-17.7464,1
-19.5921,15.4095,1
-24.0648,2.1877,1
-10.5249,-11.8748,1
-34.9166,23.5249,1
-26.4277,-2.3385,1
-35.7826,14.8339,1
-17.0194,6.883,1
-17.6504,-18.359,1
-32.4194,-15.3321,1
-23.1545,-4.3399,1
-24.1211,11.7345,1
-29.1638,19.4591,1
-41.6408,-9.9513,1
-27.0804,16.3784,1
-49.7215,-8.912,1
-38.0037,3.9215,1
-27.2353,-1.1601,1
-1.3738,-21.6088,1
-35.5175,-12.3558,1
-41.3786,-18.702,1
-15.1206,-4.0081,1
-33.4628,0.7459,1
-21.3229,10.5184,1
-9.8045,15.8787,1
-2.2403,-22.0067,1
-18.2455,-8.9572,1
-38.3719,-11.5233,1
-11.4906,-10.9576,1
-50.2444,-8.5691,1
-41.831,-4.6564,1
-10.5919,16.0043,1
-19.5944,-12.7269,1
-24.5377,-9.0314,1
-48.9727,-9.8526,1
-41.8342,-12.7111,1
-19.1463,-9.2771,1
-26.661,-7.2387,1
-28.7759,9.7915,1
-14.0067,-12.7933,1
-26.2583,-2.6589,1
-19.7127,-15.9958,1
-36.2261,-17.6667,1
-42.2158,-0.7351,1
-48.0414,-5.6679,1
-11.6458,-10.8024,1
-25.6495,9.2121,1
-36.1451,25.4353,1
-13.0522,2.4538,1
-10.9607,16.2743,1
-13.0105,2.1555,1
3.449,-15.64,1
-39.571,-3.3221,1
-35.5503,25.1646,1
-45.2552,-7.3098,1
-28.4341,-12.2699,1
-27.3255,8.6503,1
-29.1518,5.9556,1
-18.8725,-9.3201,1
-10.9725,-5.7381,1
-22.5714,17.4483,1
-9.7753,17.0601,1
-52.487,-9.5596,1
-26.475,7.8606,1
-15.74,-0.8323,1
-24.1871,-11.1391,1
-33.1809,23.1684,1
-36.1713,24.2633,1
-26.438,23.1067,1
-29.1213,7.4649,1
-10.7328,17.1437,1
-45.2653,3.2927,1
-0.9286,0.0861,1
-44.1017,-0.0444,1
-30.7863,-1.1552,1
-20.5338,-19.3771,1
-1.6973,-21.4034,1
-39.0999,-0.8733,1
-38.8414,-2.7479,1
-12.5509,-20.8441,1
-10.0284,16.4912,1
-2.2514,-0.9426,1
-24.7386,21.9924,1
-16.0246,-0.1428,1
-9.4511,-16.7367,1
-34.5556,22.9388,1
-43.2297,-10.2533,1
-36.5601,-1.7011,1
-44.915,-12.3624,1
-36.2234,-17.6526,1
-42.0679,-15.427,1
-34.5515,25.6087,1
-49.7507,-8.1596,1
-6.1444,-18.8592,1
-34.5858,-0.0738,1
0.0894,0.6586,1
-25.9565,5.9475,1
-40.7641,-1.9224,1
-25.4635,7.9418,1
-27.6006,3.5666,1
-46.3095,-2.0425,1
-15.4622,-12.7166,1
-10.6108,14.5743,1
-37.7722,0.2824,1
-31.9316,-2.0185,1
-20.0617,22.4589,1
-1.4421,-22.7657,1
-32.8451,-0.7646,1
-44.2693,-5.5632,1
-42.9669,0.1777,1
-20.0427,21.8602,1
-42.571,-0.5131,1
-30.909,-4.5732,1
-11.1473,15.0404,1
-28.2319,-14.8264,1
-24.1132,-9.6913,1
-38.1063,-12.4144,1
-33.5068,-13.2487,1
-33.9805,-9.1657,1
-8.9845,-0.5529,1
-26.0796,-9.5619,1
-3.4166,-22.1295,1
-26.0822,-16.1352,1
-33.6713,25.8223,1
-21.8645,-15.4236,1
-37.0766,-0.5877,1
-34.4992,-0.3631,1
-20.1941,12.5991,1
-15.3425,-10.4358,1
0.1927,-23.4709,1
-20.6478,2.7748,1
-43.7721,-1.318,1
-1.7261,1.3816,1
-16.9446,-13.8474,1
-52.1707,-7.7351,1
-19.4736,-15.2808,1
-6.4328,-6.108,1
-36.4992,-0.8265,1
22.3642,14.4695,0
29.3591,3.4427,0
21.7975,-9.7087,0
16.27,18.9067,0
43.6408,12.0295,0
30.615,18.3002,0
36.2724,11.7208,0
5.4451,11.4258,0
45.7164,17.862,0
30.0428,1.7284,0
11.416,-13.7128,0
22.0889,6.7306,0
25.9756,-16.246,0
29.2676,-15.0188,0
49.1858,7.486,0
4.3991,-10.1718,0
9.0643,-13.1526,0
7.4785,-15.4756,0
37.8018,0.7802,0
40.3382,4.3968,0
16.9442,19.4765,0
12.2401,-0.9808,0
32.8578,1.3162,0
19.0883,-7.4535,0
33.4317,1.1804,0
27.356,4.0763,0
-27.5834,25.2769,0
26.4402,18.701,0
44.6454,-1.757,0
45.6692,17.8503,0
17.3112,0.9704,0
35.7912,2.1742,0
39.3002,9.7389,0
8.6578,-14.787,0
47.1294,-6.9384,0
48.5716,0.2304,0
17.1862,-8.8568,0
11.2641,10.4886,0
27.8814,13.0772,0
17.7137,18.5775,0
20.6514,8.0245,0
25.7396,17.5623,0
37.2652,9.1532,0
23.1675,14.0753,0
24.4114,-15.6982,0
27.8152,-13.6942,0
17.4082,-8.7705,0
3.9231,-13.1597,0
20.1325,-6.8613,0
37.3703,9.1108,0
37.0541,-2.0447,0
6.8572,19.1957,0
44.4037,13.4814,0
24.9062,-6.3663,0
47.1737,2.0835,0
26.6334,-14.0079,0
45.1082,-2.6693,0
42.549,0.7543,0
10.5764,-8.7312,0
32.6653,6.706,0
13.8395,20.0035,0
13.3056,-11.6035,0
38.6074,-0.1039,0
29.3865,6.8219,0
20.2888,-4.1257,0
36.7075,11.1673,0
17.3075,0.9788,0
1.9035,-8.6964,0
24.1194,3.8705,0
17.8316,-10.3119,0
28.2558,-17.0728,0
14.177,20.4638,0
21.185,7.2071,0
7.9586,-13.8008,0
11.0864,10.4306,0
46.0548,1.9261,0
34.2103,-5.6316,0
23.7703,12.8926,0
23.0936,10.6678,0
33.4236,-0.1995,0
40.5765,4.8933,0
11.778,-2.7583,0
7.1036,-24.3227,0
29.1655,1.6754,0
14.9741,-2.2954,0
8.0239,-14.5307,0
13.2888,-2.0845,0
14.0217,20.602,0
5.8822,-5.788,0
22.1816,-0.4079,0
35.4744,12.4348,0
33.2129,3.7728,0
39.729,5.1808,0
48.2715,4.751,0
13.132,21.8518,0
4.9464,-23.2258,0
27.9322,-15.5102,0
38.7725,5.5416,0
47.0378,4.7199,0
14.6831,22.2117,0
4.552,-24.0954,0
5.4541,-20.3146,0
38.7677,7.4933,0
13.0986,-2.0791,0
8.7965,-13.9884,0
30.6606,-2.1921,0
11.2527,-12.407,0
8.6978,-10.51,0
28.2912,-18.5643,0
39.817,13.1532,0
44.7898,2.6929,0
32.5408,4.513,0
15.9515,-3.3728,0
33.3491,-11.27,0
21.1755,-1.1388,0
28.2627,7.8318,0
25.5663,-3.425,0
14.4293,-10.257,0
38.0218,5.7268,0
42.8343,16.257,0
14.4128,-9.4536,0
30.6378,-9.4332,0
45.8754,6.6082,0
6.2886,-7.5961,0
28.5155,-11.017,0
12.3833,-16.1419,0
18.3113,-10.4034,0
21.6822,6.9094,0
10.8517,-10.199,0
14.9944,3.4129,0
2.2104,-22.8278,0
41.6028,2.583,0
26.4427,9.216,0
14.3287,-11.34,0
15.9314,-3.3385,0
13.6972,19.8494,0
48.4908,8.7729,0
32.3764,8.0353,0
23.5517,11.6475,0
37.7445,-0.7003,0
27.0071,5.7993,0
28.5809,-10.9492,0
28.4683,5.5139,0
26.1817,10.767,0
38.5168,2.4844,0
27.8427,-5.3586,0
49.0852,-0.0819,0
5.0948,20.1316,0
6.9461,-13.656,0
25.8485,-6.1399,0
29.9702,4.6986,0
41.674,-2.4169,0
10.9673,-10.1688,0
46.1845,3.8515,0
22.2904,13.5271,0
20.7604,-2.6851,0
42.7903,6.5002,0
12.2339,-5.444,0
24.0743,-10.679,0
46.6455,13.429,0
34.163,-13.9742,0
12.6422,-4.9809,0
38.8874,-14.365,0
15.4767,-12.8964,0
47.9735,2.4637,0
9.4417,-14.5938,0
23.3263,17.699,0
30.7563,10.3517,0
28.38,-16.2939,0
20.908,-11.943,0
38.2004,2.7626,0
30.5854,0.5891,0
12.3123,-3.0494,0
39.6878,12.4574,0
39.5111,15.6771,0
22.7854,-16.474,0
42.7255,12.7755,0
-8.1719,-10.9408,0
16.0377,4.0203,0
37.7709,-3.2939,0
4.1338,20.0944,0
39.9654,5.7107,0
10.6793,10.3247,0
35.4284,-3.5756,0
44.5687,-1.4853,0
30.0402,5.5268,0
40.4453,-9.183,0
39.808,8.8403,0
24.3596,11.1979,0
17.0204,17.7784,0
9.6914,-13.0255,0
44.7096,3.1431,0
39.302,-2.4474,0
16.463,5.5435,0
4.7196,-12.295,0
24.6464,-5.6697,0
21.5965,-9.6203,0
12.1019,-14.8618,0
5.7943,-6.761,0
26.9556,8.6059,0
48.0397,3.9483,0
20.7163,-10.9514,0
40.2272,-0.464,0
16.3918,-12.9974,0
40.0613,2.6541,0
45.0941,0.3691,0
-8.3806,-11.0671,0
39.4629,11.7992,0
47.2309,13.5701,0
5.6673,20.3103,0
35.5178,15.5999,0
26.3965,17.0253,0
42.1973,8.4341,0
30.6218,18.302,0
30.3218,-6.1475,0
45.0166,9.819,0
41.5429,-2.9056,0
38.7664,-2.006,0
5.5039,-6.6199,0
23.5751,-4.6895,0
5.0555,-7.7019,0
4.6053,-23.8109,0
33.5551,5.734,0
34.3429,11.8358,0
33.4386,11.2233,0
37.9059,5.7401,0
21.4654,-16.0868,0
33.8893,0.7923,0
7.6903,-12.2816,0
36.9783,-2.6844,0
41.015,5.8864,0
5.8446,-12.1956,0
34.1448,-13.945,0
4.4303,-21.9084,0
37.7449,6.7128,0
43.7732,-11.4344,0
34.0558,1.3318,0
19.4425,-15.255,0
7.3096,-12.7728,0
37.9195,1.7326,0
30.6527,10.3126,0
27.3077,2.8904,0
35.6805,4.4927,0
25.4097,16.7632,0
24.3216,16.3603,0
23.6292,-16.4842,0
39.6837,7.1659,0
23.4717,2.821,0
23.8,2.7623,0
5.9853,-19.9972,0
35.4943,11.6835,0
28.1821,-16.1498,0
41.8338,11.3363,0
6.7154,19.2534,0
17.3482,-13.3703,0
50.263,-2.312,0
12.8496,22.0342,0
18.0806,3.1147,0
41.13,18.0983,0
11.7484,-5.2178,0
23.8321,-21.704,0
20.3341,5.8981,0
21.2176,-12.001,0
39.6373,-0.178,0
5.1087,-20.5699,0
12.1669,-3.7611,0
17.5041,-12.3215,0
37.5119,12.2516,0
26.9225,0.4757,0
43.4554,-11.8741,0
24.3852,4.1323,0
26.802,-16.3128,0
12.3753,21.1221,0
32.3826,5.9465,0
11.2299,17.7057,0
12.1044,-14.6637,0
23.0107,-16.0025,0
4.4901,-20.2528,0
48.6262,2.4994,0
23.83,9.9651,0
27.1356,5.5771,0
24.6248,7.6812,0
40.1173,0.3802,0
32.2996,12.9917,0
33.9856,2.1101,0
34.0082,-4.0485,0
26.9351,11.8712,0
13.2323,-15.3292,0
20.3981,-6.5836,0
20.5367,-6.5454,0
45.0237,9.8336,0
35.9862,-9.2274,0
45.0346,2.9462,0
45.9401,6.7557,0
22.5775,12.8709,0
30.4359,-6.0759,0
23.9891,-0.0367,0
30.6881,-2.1941,0
8.9026,-12.5567,0
18.1665,-9.7123,0
21.6811,0.0926,0
18.0289,15.5401,0
18.6639,-13.8227,0
26.9559,0.447,0
28.4529,-14.7449,0
49.7975,-1.2096,0
37.0401,15.1947,0
45.3378,3.6241,0
35.9966,-9.2622,0
10.1656,21.0204,0
5.2528,-11.0559,0
23.7619,-21.5991,0
23.3798,11.1401,0
23.5154,-6.2887,0
16.7082,-14.6426,0
35.7891,12.4542,0
39.3216,14.3273,0
49.1595,7.425,0
25.1521,-6.7124,0
16.2873,19.7088,0
33.0498,14.5884,0
12.981,-6.2834,0
41.0022,7.0092,0
43.4514,-11.8871,0
-7.8271,16.8319,0
25.9874,8.0756,0
29.7949,6.3236,0
14.2354,2.8887,0
24.4592,-5.4934,0
9.0694,-15.6642,0
8.1971,-13.1411,0
37.6795,17.6898,0
30.9313,4.763,0
24.1038,10.2565,0
40.9246,13.4158,0
36.6603,-2.4931,0
41.0457,13.685,0
34.1476,-6.5931,0
22.944,-16.0696,0
12.7112,20.7926,0
35.4288,11.7205,0
37.9408,16.3273,0
33.3852,-11.3115,0
24.4033,10.5388,0
42.4398,9.1205,0
40.4583,-9.2004,0
15.0015,3.4206,0
16.2363,-12.5012,0
7.0038,-14.3238,0
47.114,13.4502,0
38.5262,6.727,0
43.5386,3.4766,0
36.5338,4.1961,0
45.4035,-3.0908,0
9.6887,-13.6422,0
46.423,2.48,0
26.1448,-14.9389,0
35.9783,6.638,0
1.364,1.1853,0
15.8978,19.0029,0
23.3818,17.3016,0
17.3117,16.3609,0
11.9926,18.9294,0
41.1328,18.0997,0
18.2696,-14.1953,0
24.0309,13.3487,0
38.517,4.4585,0
29.4921,-9.2707,0
3.0472,-12.0011,0
36.7055,-4.5882,0
34.2324,-6.4239,0
50.1361,9.3827,0
39.8797,15.4123,0
17.7256,0.3087,0
37.0459,15.2392,0
47.1332,-6.932,0
22.9292,14.632,0
26.1734,-8.2267,0
23.9029,-0.015,0
41.9234,4.9313,0
28.5659,-7.2492,0
41.2774,-2.3563,0
18.8959,-0.5952,0
24.2247,2.107,0
38.887,-14.3525,0
5.9472,-23.6355,0
4.4911,-12.7268,0
6.0595,-23.6554,0
36.3747,15.001,0
34.8416,-4.0245,0
27.6749,12.5203,0
16.3882,-11.2586,0
35.2927,7.7039,0
25.4525,-3.6157,0
35.1472,10.6813,0
36.3178,-2.5569,0
19.4883,-11.6352,0
47.5981,-0.9406,0
29.42,-9.7356,0
13.7804,-7.3625,0
